지역,아파트,면적,층,가격
대전광역시 유성구,오투그란데,119.3319,15,41000
대전광역시 유성구,오투그란데,118.4319,6,41000
대전광역시 유성구,오투그란데,119.3319,15,41000
대전광역시 유성구,오투그란데,119.3319,12,41500
대전광역시 유성구,오투그란데,119.3319,10,41500
대전광역시 유성구,금성백조예미지7단지아파트,128.8419,4,48500
대전광역시 유성구,한화꿈에그린,125.068,10,36500
대전광역시 유성구,한화꿈에그린,125.068,10,37000
대전광역시 유성구,한화꿈에그린,114.781,4,39900
대전광역시 유성구,한화꿈에그린,114.781,15,41000
대전광역시 유성구,한화꿈에그린2차,114.7815,2,48000
대전광역시 유성구,미메이드,121.3836,13,28000
대전광역시 유성구,미메이드,121.3836,2,26500
대전광역시 유성구,제이파크,122.3174,4,22800
대전광역시 유성구,제이파크,122.3174,8,25500
대전광역시 유성구,열매마을11단지(계룡리슈빌),128.345,10,36500
대전광역시 유성구,하우스토리네오미아,126.8524,13,37000
대전광역시 유성구,하우스토리네오미아,126.8524,11,36800
대전광역시 유성구,하우스토리네오미아,126.8524,4,34000
대전광역시 유성구,하우스토리네오미아,126.8524,2,34650
대전광역시 유성구,하우스토리네오미아,126.8524,4,34700
대전광역시 유성구,더포엠2,135.352,10,45000
대전광역시 유성구,타워코리아나주상복합,138.52,7,45000
대전광역시 유성구,유성자이,122.89,33,46500
대전광역시 유성구,한마을,132.67,2,28000
대전광역시 유성구,한마을,132.67,5,29000
대전광역시 유성구,한마을,132.67,11,34500
대전광역시 유성구,대림두레,119.76,5,31000
대전광역시 유성구,대림두레,119.76,15,29200
대전광역시 유성구,럭키하나,116.31,3,26800
대전광역시 유성구,한울,142.69,2,26800
대전광역시 유성구,한울,142.69,13,26500
대전광역시 유성구,한울,117.295,4,24000
대전광역시 유성구,한울,117.295,10,27500
대전광역시 유성구,한울,142.69,1,25000
대전광역시 유성구,한울,117.295,10,25500
대전광역시 유성구,한빛,117.295,5,46500
대전광역시 유성구,드림월드,131.0226,3,45000
대전광역시 유성구,월드컵패밀리타운,125.7427,5,34500
대전광역시 유성구,월드컵패밀리타운,125.7427,2,32500
대전광역시 유성구,월드컵패밀리타운,125.7427,21,34000
대전광역시 유성구,월드컵패밀리타운,125.7427,1,25700
대전광역시 유성구,월드컵패밀리타운,161.2521,4,45000
대전광역시 유성구,장대푸르지오,150.5898,2,45000
대전광역시 유성구,장대푸르지오,150.5898,2,40500
대전광역시 유성구,장대푸르지오,128.699,6,49500
대전광역시 유성구,한일유엔아이,122.7835,11,29000
대전광역시 유성구,삼성푸른,111.815,13,29800
대전광역시 유성구,엑스포,116.37,6,36000
대전광역시 유성구,엑스포,157.14,2,35000
대전광역시 유성구,엑스포,116.37,12,34000
대전광역시 유성구,엑스포,133.11,8,44850
대전광역시 유성구,엑스포,157.14,9,39900
대전광역시 유성구,엑스포,133.11,11,40000
대전광역시 유성구,엑스포,133.11,13,40000
대전광역시 유성구,엑스포,157.14,15,38000
대전광역시 유성구,엑스포,116.37,10,37700
대전광역시 유성구,엑스포,157.14,4,37500
대전광역시 유성구,엑스포,133.11,7,43500
대전광역시 유성구,엑스포,133.11,14,37000
대전광역시 유성구,엑스포,116.37,7,38800
대전광역시 유성구,엑스포,133.11,10,40000
대전광역시 유성구,엑스포,133.11,1,33200
대전광역시 유성구,경남아너스빌2차,118.51,10,25000
대전광역시 유성구,반석마을3단지(호반베르디움),113.96,4,49500
대전광역시 유성구,열매마을5단지(운암),163.99,4,49500
대전광역시 유성구,인앤인,132.5,7,34000
대전광역시 유성구,송림마을6단지(금실풍요로운),123.72,6,34700
대전광역시 유성구,송림마을6단지(금실풍요로운),157.63,16,47000
대전광역시 유성구,송림마을6단지(금실풍요로운),123.72,5,35000
대전광역시 중구,금호한사랑,161.66,3,30000
대전광역시 중구,계룡맨션,126.34,3,9600
대전광역시 중구,극동,114.3,3,15350
대전광역시 중구,삼성푸른,125.55,6,18700
대전광역시 중구,삼성푸른,125.55,4,19500
대전광역시 중구,하우스토리1차,115.14,21,32300
대전광역시 중구,하우스토리1차,115.55,15,31000
대전광역시 중구,하우스토리1차,116.09,18,33000
대전광역시 중구,하우스토리1차,115.06,12,31000
대전광역시 중구,하우스토리2차,146.98,20,43000
대전광역시 중구,하우스토리2차,146.26,23,49500
대전광역시 중구,하우스토리2차,146.98,25,47000
대전광역시 중구,하우스토리2차,146.26,6,43900
대전광역시 중구,한밭우성,134.62,4,22600
대전광역시 중구,현대,133.37,6,20000
대전광역시 중구,현대,129.73,15,30000
대전광역시 중구,현대,129.73,9,27800
대전광역시 중구,현대,129.73,4,27000
대전광역시 중구,현대,129.73,12,32500
대전광역시 중구,버드내1,169.85,24,39700
대전광역시 중구,버드내마을아파트2단지,164.961,6,38900
대전광역시 중구,삼부2,127.263,2,20000
대전광역시 중구,삼부2,127.263,1,21000
대전광역시 중구,삼부2,127.263,4,23200
대전광역시 중구,삼부4,120.66,5,23000
대전광역시 중구,새롬,134.986,8,27500
대전광역시 중구,태평,114.74,4,24600
대전광역시 중구,태평,114.74,5,23500
대전광역시 중구,태평,114.74,21,27750
대전광역시 중구,태평,114.74,2,25000
대전광역시 중구,태평,114.74,7,27500
대전광역시 중구,파라곤,130.55,6,40000
대전광역시 중구,파라곤,130.55,22,41700
대전광역시 중구,파라곤,118.96,27,36000
부산광역시 강서구,엘크루블루오션,147.97,2,47500
부산광역시 강서구,엘크루블루오션,124.47,3,45700
부산광역시 강서구,영어도시 퀸덤1차,117.27,12,39800
부산광역시 강서구,부산신호윌더하임,127.639,1,21500
부산광역시 금정구,구서동롯데캐슬골드2단지(1049),110.72,5,48500
부산광역시 금정구,구서쌍용스윗닷홈,143.4,10,36700
부산광역시 금정구,구서하모니빌리지,138.09,3,25000
부산광역시 금정구,남산하이츠타운,117.55,8,34700
부산광역시 금정구,금정빌라,146.89,2,21500
부산광역시 금정구,경동2차,128.8988,4,41000
부산광역시 기장군,정관현진에버빌,116.024,7,26500
부산광역시 기장군,정관현진에버빌,116.024,9,26500
부산광역시 기장군,정관 협성르네상스타운,116.8112,10,36000
부산광역시 기장군,정관신도시계룡리슈빌,112.6636,19,29500
부산광역시 기장군,정관신도시한진해모로,147.1351,10,37000
부산광역시 기장군,정관신도시한진해모로,123.4835,4,34800
부산광역시 기장군,정관신도시한진해모로,123.4835,3,30500
부산광역시 기장군,정관신도시한진해모로,122.9131,11,31800
부산광역시 기장군,정관신도시한진해모로,122.9131,4,29400
부산광역시 기장군,정관신도시한진해모로,135.6199,3,37200
부산광역시 기장군,정관신도시한진해모로,123.4835,4,30000
부산광역시 기장군,정관신동아파밀리에,116.69,2,29500
부산광역시 남구,썬그린타워빌,132.85,7,34000
부산광역시 남구,문현삼성힐타워,125.04,5,38000
부산광역시 남구,문현삼성힐타워,125.04,11,41000
부산광역시 남구,문현이안,120.28,17,40500
부산광역시 남구,삼성,149.98,24,48000
부산광역시 남구,삼성,149.98,16,47500
부산광역시 남구,LG메트로시티4-2,126.638,12,45000
부산광역시 남구,동림하이츠,138.28,7,22000
부산광역시 남구,엘지메트로시티(3),144.48,2,46700
부산광역시 남구,엘지메트로시티(3),125.4,3,45500
부산광역시 남구,엘지메트로시티1,119.25,10,47000
부산광역시 남구,엘지메트로시티1,119.25,6,45400
부산광역시 남구,오륙도에스케이뷰,123.307,4,43200
부산광역시 남구,일신보라,116.85,22,32100
부산광역시 동래구,동래우성,134.886,8,34200
부산광역시 동래구,한양,113.39,8,36800
부산광역시 동래구,한일유앤아이,112.1715,21,45700
부산광역시 동래구,사직2차삼정그린코아,131.5784,2,34800
부산광역시 동래구,사직쌍용예가,119.009,4,39000
부산광역시 동래구,사직쌍용예가,119.009,15,42000
부산광역시 동래구,한신,164.93,8,32500
부산광역시 동래구,한신,126.65,22,26000
부산광역시 동래구,화목,134.82,9,27000
부산광역시 동래구,벽산아스타,119.932,28,42800
부산광역시 동래구,벽산아스타,119.932,8,40500
부산광역시 동래구,삼오에펠빌리지,138.37,5,25000
부산광역시 부산진구,벽산2,136.68,5,36300
부산광역시 부산진구,엘지신개금(2-2),118.47,22,43800
부산광역시 부산진구,우성,127.22,14,27500
부산광역시 부산진구,현대아이,140.58,5,40500
부산광역시 부산진구,태우선파크,126.91,5,24500
부산광역시 부산진구,범일역 풍림아이원,125.9662,17,39500
부산광역시 부산진구,범일역 풍림아이원,112.5541,6,37200
부산광역시 부산진구,서면이-편한세상,119.738,4,38700
부산광역시 부산진구,부산서면 동문굿모닝힐,129.7704,18,46000
부산광역시 부산진구,협성피닉스타운,147.24,11,26300
부산광역시 부산진구,협성피닉스타운,158.95,2,30000
부산광역시 부산진구,더샵 센트럴스타,119.088,32,48250
부산광역시 부산진구,더샵 센트럴스타,121.21,35,48000
부산광역시 부산진구,선경,119.08,13,36900
부산광역시 부산진구,창신그린힐,130.32,8,24750
부산광역시 부산진구,초읍대우,134.64,8,28500
부산광역시 부산진구,초읍대우,134.64,20,28800
부산광역시 부산진구,한성빌리지,164.83,3,34500
부산광역시 북구,구포유림노르웨이숲2차,124.84775,2,33300
부산광역시 북구,유림2차(2),119.47,12,23500
부산광역시 북구,유림2차(2),154.18,9,28000
부산광역시 북구,대림쌍용강변타운,131.07,22,42300
부산광역시 북구,대림쌍용강변타운,128.32,16,47200
부산광역시 북구,대림타운2,111.74,19,32500
부산광역시 북구,대림타운3,111.74,12,26600
부산광역시 북구,대림타운4,111.74,25,32500
부산광역시 북구,대우이안,116.1967,4,39800
부산광역시 북구,롯데낙천대,116.817,10,47700
부산광역시 북구,코오롱하늘채1차,114.9,13,38700
부산광역시 북구,코오롱하늘채1차,147.198,8,41800
부산광역시 사상구,롯데캐슬,145.131,16,41700
부산광역시 사상구,엄궁대림,131.98,17,27000
부산광역시 사상구,엘지신주례1,164.85,9,36000
부산광역시 사상구,엘지신주례2,134.94,16,32000
부산광역시 사상구,엘지신주례2,134.94,17,32000
부산광역시 사상구,한일유엔아이,125.16,18,41000
부산광역시 사상구,한일유엔아이,149.93,6,38300
부산광역시 사상구,한일유엔아이,149.93,7,40000
부산광역시 사상구,한일유엔아이,149.93,8,37500
부산광역시 사상구,현대무지개타운,114.625,4,23400
부산광역시 사상구,학장벽산,119.24,9,24000
부산광역시 사상구,학장벽산,119.24,3,25000
부산광역시 사하구,감천유림2차,146.05,17,24000
부산광역시 사하구,자유,154.45,9,47500
부산광역시 사하구,다대동롯데캐슬몰운대,183.5443,19,47000
부산광역시 사하구,다대동롯데캐슬몰운대,117.59,8,28900
부산광역시 사하구,다대동롯데캐슬몰운대,140.435,6,36000
부산광역시 사하구,다대롯데캐슬블루,119.6398,10,48500
부산광역시 사하구,다대포현대,185.23,7,37000
부산광역시 사하구,다대푸르지오,121.965,16,44500
부산광역시 사하구,대우,134.96,8,31000
부산광역시 사하구,삼환,121.65,4,26000
부산광역시 사하구,삼환,121.65,19,30000
부산광역시 사하구,성원,134.96,24,40300
부산광역시 사하구,성원,134.96,12,30000
부산광역시 사하구,자유,144.61,1,21000
부산광역시 사하구,당리신익,179.1775,11,27000
부산광역시 사하구,동원베네스트2차,127.093,17,30500
부산광역시 사하구,신익강변타운,118.86,7,27500
부산광역시 사하구,가락타운2,138.56,9,34000
부산광역시 사하구,가락타운2,122.76,5,27800
부산광역시 서구,금호어울림,110.7,19,33000
부산광역시 서구,협성르네상스,126.58,16,44500
부산광역시 서구,협성르네상스,155.57,14,47000
부산광역시 수영구,광안동에스케이뷰,111.862,9,46500
부산광역시 수영구,상아,136.58,11,31000
부산광역시 수영구,삼성,115.715,12,32000
부산광역시 수영구,삼성,115.715,15,28500
부산광역시 수영구,진로비치(101~103동),134.94,13,40000
부산광역시 연제구,거제동2차동원로얄듀크,126.149,3,43000
부산광역시 연제구,연제그린타워,136.73,7,34500
부산광역시 연제구,선경,134.62,12,38000
부산광역시 영도구,국제마마뉴비치타운,121.26,9,25000
부산광역시 영도구,반도보라비치타운,134.31,17,27500
부산광역시 영도구,영도대원,148.27,5,35000
부산광역시 해운대구,메가센텀한화꿈에그린,119.3506,12,46000
부산광역시 해운대구,센텀대림아파트,126.93,6,30000
부산광역시 해운대구,대창,134.64,12,42500
부산광역시 해운대구,동신,150.98,6,46500
부산광역시 해운대구,삼성,134.97,20,45500
부산광역시 해운대구,엘지,134.94,9,43600
부산광역시 해운대구,한라,134.97,5,42900
부산광역시 해운대구,한일,128.37,11,42000
부산광역시 해운대구,해운대신시가지경동메르빌,115.1516,6,47500
서울특별시 구로구,동부(336),114.98,18,39500
서울특별시 구로구,동부(339),114.94,5,42500
서울특별시 구로구,동부골든,113.43,14,46500
서울특별시 금천구,관악산벽산타운5,114.84,18,49000
서울특별시 금천구,관악산벽산타운5,114.84,18,48500
서울특별시 금천구,관악산벽산타운5,114.84,12,47000
서울특별시 금천구,관악산벽산타운5,114.84,20,48000
서울특별시 금천구,벽산,114.84,12,42000
서울특별시 금천구,벽산,114.84,4,40500
서울특별시 금천구,벽산,114.84,5,39500
서울특별시 금천구,벽산,114.84,3,40700
서울특별시 금천구,벽산,114.84,14,42500
서울특별시 금천구,벽산,114.84,9,41400
서울특별시 금천구,벽산,114.84,11,42000
서울특별시 금천구,벽산,114.84,4,43000
서울특별시 금천구,벽산,114.84,9,43000
서울특별시 서대문구,나영힐빌리지,114.85,4,45000
서울특별시 성북구,정릉풍림아이원,114.75,6,49300
서울특별시 성북구,정릉풍림아이원,114.75,7,49700
서울특별시 양천구,금용,114.91,8,47800
서울특별시 은평구,현재트윈빌,113.02,8,47000
서울특별시 은평구,예원(86-126),112.21,7,42500
서울특별시 은평구,현대타운,162.98,8,41000
서울특별시 은평구,우성,115.67,12,44800
세종특별자치시 고운동,가락마을1단지(힐데스하임),111.3454,11,47500
세종특별자치시 조치원읍,목화,128.81,11,15300
세종특별자치시 조치원읍,세종e편한세상,152.785,4,26500
세종특별자치시 조치원읍,세종e편한세상,125.7081,1,22200
세종특별자치시 조치원읍,조치원 신흥 e편한세상(아),176.343,3,33800
세종특별자치시 조치원읍,조치원 신흥 e편한세상(아),118.198,11,27400
세종특별자치시 조치원읍,조치원 신흥 e편한세상(아),151.659,10,30500
세종특별자치시 조치원읍,조치원죽림자이,128.9491,8,24000
세종특별자치시 조치원읍,조치원죽림자이,128.9491,5,23200
세종특별자치시 한솔동,첫마을5단지(푸르지오),114.16,9,36600
세종특별자치시 한솔동,첫마을5단지(푸르지오),114.16,13,34900
세종특별자치시 한솔동,첫마을5단지(푸르지오),114.16,7,35800
세종특별자치시 한솔동,첫마을6단지(힐스테이트),114.14,18,39000
울산광역시 남구,달동월드메르디앙,121.8136,2,42000
울산광역시 남구,달동힐스테이트 1차,129.2774,13,47800
울산광역시 남구,삼환아르누보,119.16,22,41700
울산광역시 남구,현대2,127.691,12,35800
울산광역시 남구,현대2,127.691,9,37500
울산광역시 남구,무거동롯데캐슬,133.5245,1,44000
울산광역시 남구,무거위브자이,120.005,16,48000
울산광역시 남구,무거위브자이,119.617,12,47500
울산광역시 남구,무거위브자이,120.005,24,49000
울산광역시 남구,무거위브자이,119.617,8,48900
울산광역시 남구,무거위브자이,119.617,16,47800
울산광역시 남구,무거위브자이,120.005,2,44000
울산광역시 남구,무거위브자이,119.617,10,47800
울산광역시 남구,대우푸르지오,121.9179,8,37500
울산광역시 남구,대우푸르지오,121.9179,17,38900
울산광역시 남구,대우푸르지오,121.9179,8,39000
울산광역시 남구,대우푸르지오,121.9179,19,39000
울산광역시 남구,삼산동대성스카이렉스,139.8,7,40000
울산광역시 남구,삼산현대,153.74,12,38000
울산광역시 남구,삼산현대,128.87,5,37500
울산광역시 남구,삼산현대,128.87,1,32400
울산광역시 남구,삼산현대,128.87,7,37800
울산광역시 남구,아데라움,136.296,8,42800
울산광역시 남구,아데라움,116.0578,11,39900
울산광역시 남구,아데라움,116.0578,17,38400
울산광역시 남구,아데라움,116.0578,10,37900
울산광역시 남구,아데라움,116.0578,18,38500
울산광역시 남구,아데라움,116.0578,2,36000
울산광역시 남구,아데라움,116.0578,14,38200
울산광역시 남구,팔레드상떼,159.243,17,45700
울산광역시 남구,한화꿈에그린2단지,127.4689,9,38000
울산광역시 남구,대공원코오롱파크폴리스,119.74,16,48000
울산광역시 남구,대공원코오롱파크폴리스,119.74,11,49300
울산광역시 남구,동문아뮤티,135.29,15,41200
울산광역시 남구,동문아뮤티,135.29,22,39900
울산광역시 남구,두산위브더제니스,144.497,42,39500
울산광역시 남구,신정현대홈타운(2),114.6,1,28000
울산광역시 남구,신정현대홈타운(2),114.6,17,32000
울산광역시 남구,신정현대홈타운3,114.6,4,34500
울산광역시 남구,태화강풍림엑슬루타워,129.28,22,42000
울산광역시 남구,롯데캐슬골드1단지,116.82,13,41500
울산광역시 남구,롯데캐슬골드1단지,129.53,1,41800
울산광역시 남구,롯데캐슬골드1단지,116.82,3,39500
울산광역시 남구,롯데캐슬골드1단지,116.82,5,35500
울산광역시 남구,롯데캐슬골드1단지,129.53,25,45000
울산광역시 남구,롯데캐슬골드1단지,157.06,4,45000
울산광역시 남구,롯데캐슬골드1단지,129.53,6,46400
울산광역시 남구,롯데캐슬골드2단지,116.82,10,42500
울산광역시 남구,롯데캐슬골드2단지,129.53,13,45500
울산광역시 남구,롯데캐슬골드2단지,116.82,18,46300
울산광역시 남구,롯데캐슬골드2단지,157.06,3,46400
울산광역시 남구,롯데캐슬골드2단지,116.82,9,46800
울산광역시 남구,신정현대홈타운(1),114.6,14,34800
울산광역시 남구,신정현대홈타운(1),114.6,10,37700
울산광역시 남구,신정현대홈타운(2),114.6,21,29000
울산광역시 남구,신정현대홈타운(2),114.6,25,31000
울산광역시 남구,신정현대홈타운(2),114.6,4,27900
울산광역시 남구,옥동현대(101),125.976,5,34000
울산광역시 동구,서부성원상떼빌,114.03,20,33300
울산광역시 동구,e편한세상전하,114.99,17,44000
울산광역시 동구,울산전하푸르지오,121.9761,13,46300
울산광역시 동구,울산전하푸르지오,151.9027,13,45500
울산광역시 동구,전하아이파크,116.022,10,42000
울산광역시 북구,달천아이파크1차,123.829,13,41300
울산광역시 북구,달천아이파크1차,123.829,8,34800
울산광역시 북구,달천아이파크1차,134.905,9,36000
울산광역시 북구,월드메르디앙월드시티,160.3387,22,38500
울산광역시 북구,월드메르디앙월드시티,160.3387,2,33900
울산광역시 북구,월드메르디앙월드시티,129.796,5,34000
울산광역시 북구,월드메르디앙월드시티,129.796,1,34500
울산광역시 북구,울산신천 엠코타운,121.9028,18,30400
울산광역시 북구,울산신천 엠코타운,121.5016,14,30900
울산광역시 북구,울산신천 엠코타운,121.5016,15,30400
울산광역시 북구,울산신천 엠코타운,121.5016,10,28000
울산광역시 북구,울산신천 엠코타운,121.9028,6,28400
울산광역시 북구,울산신천 엠코타운,121.9028,7,27750
울산광역시 북구,양정힐스테이트,114.845,1,28300
울산광역시 북구,디아채,123.7856,1,24400
울산광역시 북구,디아채,123.7856,15,25200
울산광역시 북구,천곡 웰빙,111.2175,4,13400
울산광역시 북구,한우리,129.9,2,21000
울산광역시 울주군,구영1차우미린,123.5365,6,41000
울산광역시 울주군,구영1차우미린,123.5365,17,40700
울산광역시 울주군,구영2차푸르지오,123.7,4,40700
울산광역시 울주군,문수산동문굿모닝힐,143.465,8,46200
울산광역시 울주군,월드메르디앙,110.5006,15,44500
울산광역시 울주군,신울산경남아너스빌,118.3019,2,27000
울산광역시 울주군,두산위브,123.68,9,33000
울산광역시 울주군,한그린,118.08,1,15500
울산광역시 중구,에일린의뜰,114.7345,5,44400
울산광역시 중구,에일린의뜰,133.2012,14,44400
울산광역시 중구,삼성래미안2차4단지,142.5623,10,45500
울산광역시 중구,우정I'PARK,110.5254,9,49300
울산광역시 중구,우정I'PARK,110.5254,4,49000
울산광역시 중구,울산유곡푸르지오,131.0796,17,48000
울산광역시 중구,울산유곡푸르지오,114.8852,11,47500
울산광역시 중구,울산유곡푸르지오,131.0796,13,49200
울산광역시 중구,울산유곡푸르지오,114.8852,14,49600
울산광역시 중구,울산유곡푸르지오,131.0796,1,42700
울산광역시 중구,울산유곡푸르지오,114.648,16,47500
울산광역시 중구,유곡e편한세상,125.4051,5,44300
울산광역시 중구,유곡e편한세상,126.1245,13,47400
울산광역시 중구,유곡e편한세상,125.4051,22,46800
울산광역시 중구,유곡e편한세상,125.4051,5,45200
인천광역시 계양구,서운동경남아너스빌,133.2525,7,42000
인천광역시 계양구,초정마을(동아),127.05,18,45500
인천광역시 계양구,초정마을(두산),122.04,9,41900
인천광역시 계양구,초정마을(쌍용),122.04,3,40000
인천광역시 계양구,금호어울림,111.94,11,37300
인천광역시 계양구,풍림,155.63,20,38400
인천광역시 계양구,현대1,129.73,19,34500
인천광역시 계양구,현대1,129.73,15,35000
인천광역시 남동구,간석래미안자이,143.22,2,49500
인천광역시 남동구,어울림마을,126.29,10,40900
인천광역시 남동구,어울림마을,126.29,3,39750
인천광역시 남동구,어울림마을,126.29,13,41800
인천광역시 남동구,구월힐스테이트,115.6671,20,49000
인천광역시 남동구,구월힐스테이트,115.6671,17,46300
인천광역시 남동구,구월힐스테이트,115.6671,15,46300
인천광역시 남동구,구월힐스테이트,115.6671,7,44000
인천광역시 남동구,구월힐스테이트,115.6671,12,43000
인천광역시 남동구,구월힐스테이트,115.6671,4,40500
인천광역시 남동구,구월힐스테이트,115.6671,15,49700
인천광역시 남동구,구월힐스테이트,115.6671,3,47800
인천광역시 남동구,구월힐스테이트,115.6671,8,46000
인천광역시 남동구,구월힐스테이트,115.6671,13,44400
인천광역시 남동구,동아(260-5),126.66,6,31500
인천광역시 남동구,동아(260-5),113.19,5,30700
인천광역시 남동구,롯데캐슬골드,115.6671,3,43000
인천광역시 남동구,롯데캐슬골드,115.6671,18,46000
인천광역시 남동구,롯데캐슬골드,115.6671,2,40900
인천광역시 남동구,롯데캐슬골드,115.6671,13,45300
인천광역시 남동구,롯데캐슬골드,115.6671,7,45000
인천광역시 남동구,롯데캐슬골드,115.6671,2,43800
인천광역시 남동구,롯데캐슬골드,115.6671,11,44800
인천광역시 남동구,롯데캐슬골드,115.6671,3,42500
인천광역시 남동구,풍림3차,123.403,21,31500
인천광역시 남동구,냇마을신영지웰(9단지),131.8954,12,41500
인천광역시 남동구,냇마을신영지웰(9단지),152.5702,7,45500
인천광역시 남동구,냇마을신영지웰(9단지),131.8954,8,39200
인천광역시 남동구,냇마을신영지웰(9단지),131.8954,8,40000
인천광역시 남동구,냇마을신영지웰(9단지),152.5702,4,44300
인천광역시 남동구,냇마을신영지웰(9단지),131.8954,21,41500
인천광역시 남동구,논현힐스테이트,115.3907,8,46500
인천광역시 남동구,논현힐스테이트,117.2657,14,42900
인천광역시 남동구,논현힐스테이트,117.2657,16,43500
인천광역시 남동구,별빛마을웰카운티(10단지),128.33,14,39650
인천광역시 남동구,새터마을신일해피트리(7단지),156.168,6,43500
인천광역시 남동구,새터마을신일해피트리(7단지),134.894,9,38000
인천광역시 남동구,새터마을신일해피트리(7단지),156.168,6,45000
인천광역시 남동구,어진마을한화꿈에그린(6단지),119.877,12,36500
인천광역시 남동구,어진마을한화꿈에그린(6단지),119.951,3,37300
인천광역시 남동구,에코메트로10,117.992,12,48700
인천광역시 남동구,에코메트로11,115.069,21,44750
인천광역시 남동구,에코메트로12,122.579,8,43500
인천광역시 남동구,에코메트로12,122.579,19,44500
인천광역시 남동구,에코메트로12,154.104,2,46000
인천광역시 남동구,에코메트로5,117.992,33,46000
인천광역시 남동구,에코메트로5,117.992,39,47300
인천광역시 남동구,풍림,124.725,7,31200
인천광역시 남동구,풍림,124.725,10,27000
인천광역시 남동구,금호,124.05,8,27800
인천광역시 남동구,현대,125.88,18,30300
인천광역시 남동구,서창자이,141.855,13,40500
인천광역시 남동구,임광그대가,134.54,6,34800
인천광역시 미추홀구,삼환1,156.27,12,38000
인천광역시 미추홀구,금호타운1차,147.01,8,29000
인천광역시 미추홀구,인천 SK Sky VIEW,115.3445,3,49500
인천광역시 미추홀구,인천용현엑슬루타워,110.5065,38,32950
인천광역시 미추홀구,"월드스테이트(101~111,124~132)",126.919,17,39500
인천광역시 미추홀구,"월드스테이트(101~111,124~132)",126.919,22,40500
인천광역시 미추홀구,진흥,122.24,1,27200
인천광역시 미추홀구,동아풍림,123.51,11,32500
인천광역시 미추홀구,동아풍림,144.65,9,32000
인천광역시 미추홀구,동아풍림,123.51,3,30700
인천광역시 미추홀구,동아풍림,167.26,7,33500
인천광역시 미추홀구,신동아3,151.59,15,25000
인천광역시 미추홀구,신동아4,112.17,7,25000
인천광역시 미추홀구,신동아5,127.02,6,29000
인천광역시 미추홀구,신동아7,127.06,1,24000
인천광역시 미추홀구,엑슬루타워,130.897,10,41700
인천광역시 미추홀구,엑슬루타워,116.509,9,38000
인천광역시 미추홀구,정광,121.73,6,22000
인천광역시 미추홀구,풍림아이원,122.1946,1,40000
인천광역시 미추홀구,하나2차,126.03,9,26400
인천광역시 부평구,대동1,125.07,15,30800
인천광역시 부평구,두산,134.37,12,39000
인천광역시 부평구,태화(363),125.56,2,34800
인천광역시 부평구,태화(363),125.56,8,36200
인천광역시 부평구,상우신명보람,111.41,4,42300
인천광역시 부평구,상우신명보람,111.41,16,44900
인천광역시 부평구,상우신명보람,111.41,6,48900
인천광역시 부평구,상우신명보람,111.41,6,43000
인천광역시 부평구,"푸른마을한신,삼부",134.965,6,47800
인천광역시 부평구,"푸른마을한신,삼부",134.965,2,46700
인천광역시 부평구,동아(1차),122.65,4,49500
인천광역시 부평구,경남3차,159.4818,4,44500
인천광역시 부평구,경남3차,123.93,12,37700
인천광역시 부평구,경남3차,123.93,7,37500
인천광역시 부평구,경남4차,123.93,4,34500
인천광역시 부평구,금호이수마운트밸리,115.0311,16,49700
인천광역시 부평구,금호이수마운트밸리,115.0311,16,48800
인천광역시 부평구,금호이수마운트밸리,115.0311,7,47500
인천광역시 부평구,뉴서울(264-1),129.96,15,27800
인천광역시 부평구,한신휴,127.207,15,40000
인천광역시 부평구,현대(124-1),133.448,15,34300
인천광역시 부평구,현대(124-1),133.448,8,35000
인천광역시 부평구,현대1차,131.16,12,33000
인천광역시 부평구,현대1차,146.24,3,37200
인천광역시 부평구,현대3차,125.34,14,37000
인천광역시 부평구,현대3차,125.34,8,35300
인천광역시 부평구,동암신동아,130.8,23,34250
인천광역시 부평구,동암신동아,130.8,6,34500
인천광역시 부평구,청천푸르지오,133.71,4,35500
인천광역시 서구,예뜰채,125.7715,4,25500
인천광역시 서구,한국,126.79,10,27500
인천광역시 서구,진주2,116.6,7,24700
인천광역시 서구,진주2,116.6,10,26500
인천광역시 서구,진주2,116.6,2,25500
인천광역시 서구,진주2,116.6,12,25300
인천광역시 서구,진주5,163.51,15,33300
인천광역시 서구,한신휴플러스,143.47,14,39400
인천광역시 서구,한신휴플러스,114.87,22,39500
인천광역시 서구,한신휴플러스,143.47,22,41800
인천광역시 서구,한신휴플러스,114.87,15,39500
인천광역시 서구,태평샹베르1차,114.823,1,26400
인천광역시 서구,탑스빌(성웅),116.24,2,25500
인천광역시 서구,탑스빌(영남),136.95,16,28500
인천광역시 서구,검단2차아이파크,114.2469,15,44300
인천광역시 서구,검단힐스테이트2차(검단2지구 23BL 1L),123.158,11,35200
인천광역시 서구,검단힐스테이트2차(검단2지구 23BL 1L),123.158,10,39000
인천광역시 서구,검단힐스테이트2차(검단2지구 23BL 1L),123.158,14,38000
인천광역시 서구,영남,200.18,12,32000
인천광역시 서구,백두퀸스빌,166.29,2,17000
인천광역시 서구,신현이편한세상하늘채,114.948,21,43500
인천광역시 서구,신현이편한세상하늘채,170.348,19,49500
인천광역시 서구,신현이편한세상하늘채,170.348,23,49500
인천광역시 서구,신현이편한세상하늘채,170.348,3,48300
인천광역시 서구,신현이편한세상하늘채,170.348,12,49800
