시군구,구,동,단지명,전용면적(㎡),계약년월,단가,계약일,가격,층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
서울특별시,강동구,상일동,고덕롯데캐슬베네루체,84.146,202302,1426.092744,12,120000,12,2019,상암로79길 88,,중개거래,서울 강동구
서울특별시,강동구,상일동,고덕센트럴IPARK,84.91,202302,1413.2611,9,120000,5,2019,고덕로80길 99,,중개거래,서울 강동구
서울특별시,강서구,마곡동,마곡엠밸리2단지,84.88,202302,1413.760603,10,120000,9,2014,마곡서1로 146,,중개거래,서울 강서구
서울특별시,광진구,구의동,구의현대2단지,84.86,202302,1414.093802,4,120000,5,1996,광나루로56길 32,,중개거래,서울 광진구
서울특별시,광진구,구의동,세양,84.32,202302,1423.149905,4,120000,12,2002,구의강변로 84,,중개거래,서울 광진구
서울특별시,광진구,자양동,래미안프리미어팰리스,84.92,202302,1413.094677,27,120000,6,2017,아차산로 345,,중개거래,서울 광진구
서울특별시,구로구,신도림동,동아1,148.296,202302,809.192426,9,120000,6,1999,신도림로 87,,중개거래,서울 구로구
서울특별시,동작구,흑석동,한강현대,66.225,202302,1812.00453,2,120000,7,1988,현충로 151,,중개거래,서울 동작구
서울특별시,동작구,흑석동,흑석한강푸르지오,84.79,202302,1415.261234,10,120000,12,2012,흑석한강로 27,,중개거래,서울 동작구
서울특별시,마포구,공덕동,공덕3삼성래미안,59.97,202302,2001.0005,9,120000,20,2004,마포대로7길 22,,중개거래,서울 마포구
서울특별시,마포구,신수동,신촌숲아이파크,59.751,202302,2008.334589,18,120000,8,2019,광성로 17,,중개거래,서울 마포구
서울특별시,서초구,우면동,서초힐스,84.96,202302,1412.429379,18,120000,18,2012,양재대로2길 90,,중개거래,서울 서초구
서울특별시,성동구,성수동1가,서울숲성수현대,84.73,202302,1416.263425,9,120000,7,1990,서울숲길 25,,중개거래,서울 성동구
서울특별시,성동구,행당동,대림e-편한세상,114.94,202302,1044.022969,12,120000,13,2000,행당로 79,,중개거래,서울 성동구
서울특별시,송파구,신천동,현대타워,106.65,202302,1125.175809,13,120000,15,1996,올림픽로 293-19,,중개거래,서울 송파구
서울특별시,송파구,장지동,송파파인타운7단지,84.93,202302,1412.928294,15,120000,7,2007,충민로4길 19,,중개거래,서울 송파구
서울특별시,양천구,목동,목동신시가지4,67.58,202302,1775.673276,3,120000,11,1986,목동서로 130,,중개거래,서울 양천구
서울특별시,양천구,신정동,목동신시가지13,70.73,202302,1696.592676,6,120000,9,1987,목동동로 100,,중개거래,서울 양천구
서울특별시,양천구,신정동,목동신시가지13,70.73,202302,1696.592676,17,120000,10,1987,목동동로 100,,중개거래,서울 양천구
서울특별시,양천구,신정동,중앙하이츠,134.98,202302,889.0205956,13,120000,6,2010,목동남로2길 60-7,,중개거래,서울 구로구
서울특별시,강동구,상일동,고덕센트럴IPARK,84.97,202302,1406.378722,4,119500,10,2019,고덕로80길 99,,중개거래,서울 강동구
서울특별시,강서구,마곡동,마곡13단지힐스테이트마스터,84.9881,202302,1406.079204,11,119500,13,2017,마곡중앙1로 71,,중개거래,"서울 강서구, 인천 연수구"
서울특별시,성동구,행당동,두산위브,84.99,202302,1406.04777,14,119500,13,2009,행당로8길 8,,중개거래,서울 성동구
서울특별시,강남구,일원동,푸른마을아파트101동~111동,59.76,202302,1991.298527,7,119000,15,1994,일원로14길 25,,중개거래,서울 강남구
서울특별시,강동구,암사동,힐스테이트 강동 리버뷰,84.9979,202302,1400.034589,3,119000,17,2019,올림픽로91길 30,,중개거래,서울 강동구
서울특별시,강서구,마곡동,마곡13단지힐스테이트마스터,84.9881,202302,1400.196027,3,119000,8,2017,마곡중앙1로 71,,중개거래,서울 강서구
서울특별시,강서구,화곡동,강서힐스테이트,84.99,202302,1400.164725,13,119000,11,2015,우현로 67,,중개거래,서울 강서구
서울특별시,동작구,사당동,사당우성2,84.66,202302,1405.62249,4,119000,13,1993,동작대로29길 91,,중개거래,서울 동작구
서울특별시,영등포구,당산동4가,당산롯데캐슬프레스티지,84.99,202302,1400.164725,3,119000,12,2017,영신로 237,,중개거래,서울 영등포구
서울특별시,강서구,화곡동,강서힐스테이트,84.99,202302,1397.811507,15,118800,14,2015,우현로 67,,중개거래,서울 강서구
서울특별시,송파구,가락동,가락(1차)쌍용아파트,84.69,202302,1402.763018,25,118800,16,1997,동남로 193,,중개거래,서울 송파구
서울특별시,강서구,마곡동,마곡13단지힐스테이트마스터,84.9881,202302,1394.312851,3,118500,10,2017,마곡중앙1로 71,,중개거래,서울 강서구
서울특별시,동대문구,전농동,래미안크레시티,84.96,202302,1394.774011,3,118500,10,2014,사가정로 65,,중개거래,서울 동대문구
서울특별시,동대문구,전농동,래미안크레시티,84.96,202302,1394.774011,3,118500,21,2014,사가정로 65,,중개거래,서울 동대문구
서울특별시,동작구,사당동,사당우성2,84.66,202302,1399.716513,25,118500,7,1993,동작대로29길 91,,중개거래,서울 동작구
서울특별시,서대문구,남가좌동,DMC파크뷰자이1단지,84.971,202302,1394.59345,28,118500,25,2015,가재울미래로 2,,중개거래,"서울 마포구, 서울 서대문구"
서울특별시,송파구,가락동,가락(1차)쌍용아파트,84.69,202302,1399.220687,13,118500,12,1997,동남로 193,,중개거래,서울 송파구
서울특별시,강동구,둔촌동,둔촌푸르지오,84.9,202302,1389.870436,3,118000,10,2010,명일로 172,,중개거래,서울 강동구
서울특별시,강동구,명일동,삼익가든,117.76,202302,1002.038043,6,118000,4,1984,상암로 225,,중개거래,서울 강동구
서울특별시,강서구,가양동,대림경동아파트,131.4,202302,898.021309,16,118000,13,1993,허준로 121,,중개거래,서울 강서구
서울특별시,동작구,대방동,성원,84.32,202302,1399.43074,5,118000,19,1994,여의대방로44길 9,,중개거래,서울 동작구
서울특별시,서대문구,남가좌동,DMC파크뷰자이1단지,84.98,202302,1388.562015,12,118000,13,2015,가재울미래로 2,,중개거래,서울 서대문구
서울특별시,서대문구,북아현동,e편한세상신촌2단지,59.85,202302,1971.595656,11,118000,9,2018,북아현로1길 17,,중개거래,서울 서대문구
서울특별시,성동구,마장동,삼성,134.97,202302,874.2683559,2,118000,18,1996,마장로 271,,중개거래,서울 성동구
서울특별시,송파구,장지동,송파파인타운7단지,84.93,202302,1389.379489,13,118000,5,2007,충민로4길 19,,중개거래,서울 송파구
서울특별시,구로구,신도림동,대림2,134.99,202302,870.434847,10,117500,7,2001,신도림로 16,,중개거래,서울 구로구
서울특별시,강남구,개포동,성원대치2단지아파트,49.86,202302,2346.570397,10,117000,11,1992,개포로109길 9,,중개거래,서울 강남구
서울특별시,강동구,암사동,롯데캐슬퍼스트,84.81,202302,1379.554298,21,117000,4,2008,고덕로 131,,중개거래,서울 강동구
서울특별시,광진구,자양동,우성3,72.34,202302,1617.362455,1,117000,4,1989,뚝섬로35길 32,,중개거래,서울 광진구
서울특별시,서대문구,남가좌동,DMC파크뷰자이2단지,84.968,202302,1376.988984,23,117000,20,2015,가재울미래로 2,,중개거래,서울 서대문구
서울특별시,송파구,가락동,가락금호아파트,84.85,202302,1378.903948,25,117000,3,1997,송파대로32길 15,,중개거래,"서울 강남구, 서울 송파구"
서울특별시,종로구,무악동,경희궁롯데캐슬,59.6737,202302,1960.662738,8,117000,4,2019,통일로 230,,직거래,-
서울특별시,양천구,신정동,목동신시가지11,66.24,202302,1761.775362,23,116700,8,1988,목동동로 10,,중개거래,서울 양천구
서울특별시,강서구,마곡동,마곡13단지힐스테이트마스터,84.9805,202302,1370.902737,4,116500,4,2017,마곡중앙1로 71,,중개거래,서울 강서구
서울특별시,동작구,노량진동,신동아리버파크,114.75,202302,1015.250545,11,116500,17,2001,만양로 19,,중개거래,서울 동작구
서울특별시,광진구,광장동,광장현대9단지,84.96,202302,1365.348399,16,116000,11,1999,아차산로69길 19,,중개거래,서울 광진구
서울특별시,동작구,노량진동,신동아리버파크,114.75,202302,1010.893246,12,116000,23,2001,만양로 19,,중개거래,"서울 강서구, 서울 동작구"
서울특별시,마포구,신수동,신촌숲아이파크,59.751,202302,1941.390102,8,116000,8,2019,광성로 17,,중개거래,경기 하남시
서울특별시,송파구,가락동,가락(1차)쌍용아파트,84.69,202302,1369.701263,2,116000,22,1997,동남로 193,,중개거래,서울 송파구
서울특별시,영등포구,신길동,신길센트럴자이아파트,75.87,202302,1528.931066,25,116000,8,2021,신길로29길 17,,중개거래,서울 영등포구
서울특별시,강동구,암사동,힐스테이트 강동 리버뷰,84.9979,202302,1363.5631,13,115900,13,2019,올림픽로91길 30,,중개거래,서울 강동구
서울특별시,강동구,암사동,힐스테이트 강동 리버뷰,84.9979,202302,1363.5631,13,115900,13,2019,올림픽로91길 30,20230315,중개거래,서울 강동구
서울특별시,강남구,수서동,신동아,49.96,202302,2311.84948,12,115500,8,1992,광평로47길 17,,중개거래,서울 강남구
서울특별시,강동구,고덕동,고덕그라시움,59.785,202302,1923.559421,13,115000,17,2019,고덕로 333,,중개거래,서울 강동구
서울특별시,강동구,암사동,선사현대아파트,82.94,202302,1386.54449,13,115000,15,2000,상암로 11,,중개거래,서울 강동구
서울특별시,강서구,마곡동,마곡엠밸리8단지,84.88,202302,1354.853911,8,115000,13,2016,마곡서1로 81,,중개거래,서울 강서구
서울특별시,동작구,신대방동,성원상떼빌,132.43,202302,868.3832968,13,115000,21,2006,신대방1가길 38,,중개거래,"서울 동작구, 서울 영등포구"
서울특별시,송파구,가락동,가락(1차)쌍용아파트,84.69,202302,1357.893494,25,115000,12,1997,동남로 193,,중개거래,서울 송파구
서울특별시,송파구,오금동,상아2차아파트,84.98,202302,1353.25959,4,115000,14,1988,오금로 407,,중개거래,서울 송파구
서울특별시,영등포구,신길동,신길센트럴아이파크,84.98,202302,1353.25959,11,115000,4,2019,가마산로 426,,중개거래,서울 영등포구
서울특별시,강동구,명일동,명일우성,84.93,202302,1348.16908,22,114500,1,1986,고덕로62길 76,,중개거래,서울 강동구
서울특별시,영등포구,영등포동7가,아크로타워스퀘어,59.7,202302,1917.922948,14,114500,32,2017,국회대로54길 10,,중개거래,서울 영등포구
서울특별시,강동구,암사동,롯데캐슬퍼스트,84.81,202302,1344.181111,18,114000,10,2008,고덕로 131,,중개거래,서울 강동구
서울특별시,동대문구,답십리동,힐스테이트청계,84.85,202302,1343.547437,20,114000,8,2018,천호대로55길 11,,중개거래,"서울 동대문구, 서울 마포구"
서울특별시,송파구,가락동,가락(1차)쌍용아파트,84.69,202302,1346.085724,25,114000,22,1997,동남로 193,,중개거래,서울 송파구
서울특별시,성동구,행당동,행당한진타운,84.71,202302,1339.865423,12,113500,20,2000,행당로 82,,중개거래,서울 성동구
서울특별시,서대문구,북아현동,북아현경남,114.91,202302,985.1187886,11,113200,7,1996,북아현로 40,,중개거래,서울 서대문구
서울특별시,강동구,암사동,프라이어팰리스,84.949,202302,1330.209891,8,113000,14,2007,고덕로 130,,중개거래,서울 강동구
서울특별시,강동구,암사동,현대홈타운,84.98,202302,1329.724641,10,113000,15,2004,고덕로27길 36,,중개거래,서울 강동구
서울특별시,강서구,염창동,e편한세상염창,84.9529,202302,1330.148824,18,113000,13,2019,공항대로 583,,중개거래,서울 강서구
서울특별시,서대문구,북아현동,e편한세상신촌1단지,59.85,202302,1888.053467,20,113000,4,2018,북아현로1가길 20,,중개거래,서울 서대문구
서울특별시,성동구,행당동,행당한진타운,84.71,202302,1333.962932,16,113000,9,2000,행당로 82,,중개거래,서울 성동구
서울특별시,동작구,상도동,포스코더샵,84.995,202302,1323.607271,16,112500,7,2007,장승배기로4길 9,,중개거래,서울 동작구
서울특별시,송파구,장지동,위례24단지(꿈에그린),59.63,202302,1886.634245,17,112500,12,2013,위례광장로 121,,중개거래,"경기 용인수지구, 서울 송파구"
서울특별시,강동구,고덕동,고덕그라시움,59.785,202302,1873.37961,12,112000,11,2019,고덕로 333,,중개거래,서울 강동구
서울특별시,동작구,상도동,힐스테이트 상도 센트럴파크,118.2086,202302,947.4775947,4,112000,2,2012,상도로 346-1,,중개거래,서울 동작구
서울특별시,성동구,하왕십리동,센트라스,59.99,202302,1866.97783,11,112000,19,2016,왕십리로 410,,중개거래,서울 성동구
서울특별시,양천구,목동,목동신시가지4,47.25,202302,2370.37037,7,112000,15,1986,목동서로 130,,중개거래,서울 양천구
서울특별시,양천구,목동,목동신시가지4,47.25,202302,2370.37037,7,112000,9,1986,목동서로 130,,중개거래,서울 양천구
서울특별시,양천구,목동,목동신시가지6,47.94,202302,2336.25365,1,112000,2,1986,목동동로 430,,중개거래,서울 양천구
서울특별시,강남구,일원동,푸른마을아파트101동~111동,59.76,202302,1857.429719,4,111000,1,1994,일원로14길 25,,중개거래,서울 강남구
서울특별시,강서구,내발산동,우장산힐스테이트,84.98,202302,1306.189692,16,111000,5,2005,강서로 348,,중개거래,서울 강서구
서울특별시,광진구,광장동,현대파크빌,59.55,202302,1863.979849,25,111000,16,2000,아차산로 549,,중개거래,서울 광진구
서울특별시,동대문구,답십리동,래미안위브,84.99,202302,1306.036004,22,111000,22,2014,답십리로 130,,중개거래,"서울 동대문구, 서울 성북구"
서울특별시,동대문구,전농동,래미안크레시티,84.96,202302,1306.497175,18,111000,3,2014,사가정로 65,,중개거래,서울 동대문구
서울특별시,강서구,염창동,e편한세상염창,84.9529,202302,1300.720752,16,110500,19,2019,공항대로 583,,중개거래,서울 양천구
서울특별시,강남구,수서동,신동아,49.96,202302,2201.761409,4,110000,2,1992,광평로47길 17,,중개거래,서울 강남구
서울특별시,강동구,고덕동,래미안힐스테이트고덕,59.96,202302,1834.556371,13,110000,26,2016,아리수로50길 50,,중개거래,서울 강동구
서울특별시,강동구,상일동,고덕아르테온,59.98,202302,1833.944648,16,110000,8,2020,고덕로 360,,중개거래,서울 강동구
서울특별시,강동구,상일동,고덕아르테온,59.98,202302,1833.944648,27,110000,16,2020,고덕로 360,,중개거래,서울 강동구
서울특별시,강동구,암사동,롯데캐슬퍼스트,84.81,202302,1297.016861,4,110000,6,2008,고덕로 131,,중개거래,서울 강동구
서울특별시,강동구,암사동,프라이어팰리스,84.949,202302,1294.894584,17,110000,8,2007,고덕로 130,,중개거래,서울 강동구
서울특별시,강동구,암사동,힐스테이트 강동 리버뷰,84.9979,202302,1294.14962,10,110000,8,2019,올림픽로91길 30,,중개거래,서울 강동구
서울특별시,강서구,염창동,e편한세상염창,84.9529,202302,1294.835138,18,110000,8,2019,공항대로 583,,중개거래,서울 양천구
서울특별시,강서구,염창동,리버펠리스4동,132.13,202302,832.5134337,28,110000,2,2001,양천로77길 27,,중개거래,서울 강서구
서울특별시,광진구,구의동,세양,84.32,202302,1304.55408,14,110000,20,2002,구의강변로 84,,중개거래,서울 광진구
서울특별시,광진구,자양동,우성2,80.1,202302,1373.283396,24,110000,14,1989,뚝섬로 576,,중개거래,서울 광진구
서울특별시,광진구,자양동,한강극동,84.45,202302,1302.545885,11,110000,9,1991,능동로3길 53,,중개거래,서울 광진구
서울특별시,노원구,중계동,대림벽산(363),114.39,202302,961.6225195,6,110000,14,1993,한글비석로8길 20,,중개거래,서울 노원구
서울특별시,도봉구,창동,동아청솔,134.94,202302,815.1771158,17,110000,11,1997,노해로69길 103,,중개거래,서울 도봉구
서울특별시,동대문구,답십리동,래미안위브,84.99,202302,1294.269914,1,110000,8,2014,답십리로 130,,중개거래,서울 동대문구
서울특별시,마포구,대흥동,신촌그랑자이(1단지),59.96,202302,1834.556371,25,110000,2,2020,대흥로 175,,중개거래,서울 마포구
서울특별시,마포구,신수동,밤섬경남아너스빌,84.83,202302,1296.711069,5,110000,19,2009,독막로28길 10,,중개거래,서울 마포구
서울특별시,마포구,창전동,서강예가,59.983,202302,1833.852925,24,110000,6,2007,독막로 145,,중개거래,"서울 마포구, 서울 서대문구"
서울특별시,서대문구,남가좌동,DMC에코자이,72.845,202302,1510.055598,22,110000,8,2019,거북골로 84,,중개거래,서울 서대문구
서울특별시,서대문구,남가좌동,DMC파크뷰자이1단지,84.974,202302,1294.513616,7,110000,3,2015,가재울미래로 2,,중개거래,"서울 서대문구, 인천 미추홀구"
서울특별시,서대문구,홍제동,홍제센트럴IPARK,84.9644,202302,1294.659881,26,110000,15,2020,통일로 395,,중개거래,서울 서대문구
서울특별시,성동구,금호동1가,이편한세상금호파크힐스,59.949,202302,1834.892992,17,110000,1,2019,금호로 140,,중개거래,서울 성동구
서울특별시,성동구,금호동2가,신금호파크자이,59.98,202302,1833.944648,21,110000,7,2016,금호로 173,,중개거래,서울 성동구
서울특별시,성동구,하왕십리동,센트라스,59.93,202302,1835.474721,14,110000,12,2016,왕십리로 410,,중개거래,서울 성동구
서울특별시,성동구,행당동,서울숲 한신 더 휴,84.95,202302,1294.879341,18,110000,16,2003,고산자로 164,,중개거래,서울 성동구
서울특별시,성북구,길음동,길음뉴타운2단지푸르지오,143.43,202302,766.9246322,15,110000,6,2005,길음로 119,,중개거래,서울 성북구
서울특별시,영등포구,대림동,현대3차,140.54,202302,782.6953181,1,110000,28,1997,도신로 31,,중개거래,서울 영등포구
서울특별시,영등포구,신길동,래미안영등포프레비뉴,84.98,202302,1294.422217,7,110000,15,2015,가마산로 442,,중개거래,서울 영등포구
서울특별시,영등포구,신길동,보라매에스케이뷰,84.98,202302,1294.422217,1,110000,12,2020,여의대방로35가길 19,,중개거래,서울 영등포구
서울특별시,영등포구,영등포동8가,당산푸르지오,84.98,202302,1294.422217,18,110000,7,2004,영중로 154,,중개거래,서울 영등포구
서울특별시,중구,순화동,순화동더샵,84.9,202302,1295.641932,11,110000,12,2007,칠패로 27,,중개거래,서울 중구
서울특별시,강동구,명일동,래미안솔베뉴,59.25,202302,1848.101266,18,109500,10,2019,양재대로 1650,,중개거래,서울 강동구
서울특별시,강동구,상일동,고덕아르테온,59.96,202302,1826.217478,10,109500,5,2020,고덕로 360,,중개거래,서울 강동구
서울특별시,강서구,화곡동,"우장산아이파크,이편한세상",84.97,202302,1288.690126,28,109500,19,2008,강서로 266,,중개거래,서울 강서구
서울특별시,마포구,공덕동,공덕3삼성래미안,59.97,202302,1825.912956,21,109500,6,2004,마포대로7길 22,,중개거래,서울 마포구
서울특별시,성동구,하왕십리동,센트라스,59.94,202302,1826.826827,18,109500,8,2016,왕십리로 410,,중개거래,서울 성동구
서울특별시,강동구,고덕동,고덕그라시움,59.785,202302,1823.199799,23,109000,4,2019,고덕로 333,,중개거래,서울 강동구
서울특별시,강동구,고덕동,고덕그라시움,59.785,202302,1823.199799,25,109000,9,2019,고덕로 333,,중개거래,서울 강동구
서울특별시,강동구,명일동,명일우성,84.93,202302,1283.409867,11,109000,14,1986,고덕로62길 76,,중개거래,서울 강동구
서울특별시,동대문구,전농동,래미안크레시티,84.96,202302,1282.956685,9,109000,2,2014,사가정로 65,,중개거래,서울 동대문구
서울특별시,동작구,상도동,힐스테이트 상도 프레스티지,84.951,202302,1283.092606,25,109000,4,2013,상도로 346-2,,중개거래,"경기 남양주시, 서울 동작구"
서울특별시,마포구,공덕동,래미안공덕5차,59.968,202302,1817.636073,4,109000,4,2011,마포대로 173-15,,중개거래,서울 마포구
서울특별시,마포구,공덕동,래미안공덕5차,59.959,202302,1817.908904,4,109000,4,2011,마포대로 173-15,,중개거래,서울 마포구
서울특별시,서대문구,남가좌동,DMC파크뷰자이2단지,84.99,202302,1282.503824,18,109000,5,2015,가재울미래로 2,,중개거래,서울 서대문구
서울특별시,송파구,장지동,송파파인타운3단지,84.93,202302,1283.409867,18,109000,5,2008,충민로 152,,중개거래,서울 송파구
서울특별시,양천구,목동,목동신시가지4,47.25,202302,2306.878307,20,109000,5,1986,목동서로 130,,중개거래,서울 양천구
서울특별시,강동구,고덕동,고덕그라시움,59.785,202302,1819.854479,11,108800,21,2019,고덕로 333,,중개거래,서울 강동구
서울특별시,강서구,화곡동,"우장산아이파크,이편한세상",84.97,202302,1276.921266,8,108500,13,2008,강서로 266,,중개거래,서울 강서구
서울특별시,동작구,사당동,극동(105),109.7,202302,989.0610757,9,108500,18,1993,동작대로29길 119,,중개거래,서울 동작구
서울특별시,서대문구,홍제동,홍제센트럴IPARK,84.9728,202302,1276.87919,27,108500,10,2020,통일로 395,,중개거래,서울 서대문구
서울특별시,성동구,행당동,대림e-편한세상,84.87,202302,1278.425828,14,108500,14,2000,행당로 79,,중개거래,서울 성동구
서울특별시,강동구,고덕동,고덕그라시움,59.785,202302,1806.473196,14,108000,11,2019,고덕로 333,,중개거래,"서울 강동구, 서울 송파구"
서울특별시,강동구,고덕동,고덕그라시움,59.785,202302,1806.473196,27,108000,5,2019,고덕로 333,,중개거래,"서울 강동구, 서울 송파구"
서울특별시,강서구,마곡동,마곡엠밸리6단지,84.84,202302,1272.984441,7,108000,1,2014,마곡서1로 100,,중개거래,서울 강서구
서울특별시,동대문구,답십리동,래미안위브,84.98,202302,1270.887268,8,108000,3,2014,답십리로 130,,중개거래,서울 동대문구
서울특별시,동작구,상도동,힐스테이트 상도 프레스티지,84.951,202302,1271.321115,28,108000,5,2013,상도로 346-2,,중개거래,서울 동작구
서울특별시,서대문구,남가좌동,DMC파크뷰자이2단지,84.968,202302,1271.066755,16,108000,5,2015,가재울미래로 2,,중개거래,서울 서대문구
서울특별시,마포구,염리동,세양청마루(101동),70.33,202302,1528.50846,1,107500,13,2005,독막로42길 5,,중개거래,서울 마포구
서울특별시,강동구,상일동,고덕아르테온,59.98,202302,1783.927976,7,107000,5,2020,고덕로 360,,중개거래,서울 강동구
서울특별시,광진구,광장동,금호베스트빌,84.91,202302,1260.157814,7,107000,15,2001,광나루로 579,,중개거래,서울 광진구
서울특별시,노원구,중계동,대림벽산(363),114.39,202302,935.3964507,15,107000,7,1993,한글비석로8길 20,,중개거래,"서울 노원구, 서울 중랑구"
서울특별시,동대문구,답십리동,래미안위브,84.99,202302,1258.971644,27,107000,10,2014,답십리로 130,,중개거래,서울 동대문구
서울특별시,송파구,풍납동,송파현대힐스테이트,84.99,202302,1258.971644,9,107000,5,2006,풍성로26길 31,,중개거래,서울 송파구
서울특별시,양천구,목동,목동신시가지4,47.25,202302,2264.550265,4,107000,16,1986,목동서로 130,,중개거래,서울 양천구
서울특별시,성북구,장위동,꿈의숲아이파크,84.48,202302,1264.204545,20,106800,24,2022,돌곶이로40길 46,,중개거래,서울 성북구
서울특별시,강동구,고덕동,래미안힐스테이트고덕,59.23,202302,1798.0753,9,106500,4,2016,아리수로50길 50,,중개거래,서울 강동구
서울특별시,강남구,개포동,성원대치2단지아파트,39.53,202302,2681.507716,16,106000,8,1992,개포로109길 9,,중개거래,서울 강남구
서울특별시,강남구,개포동,성원대치2단지아파트,39.53,202302,2681.507716,24,106000,11,1992,개포로109길 9,,중개거래,서울 강남구
서울특별시,강동구,암사동,힐스테이트 강동 리버뷰,84.9921,202302,1247.174737,18,106000,7,2019,올림픽로91길 30,,중개거래,서울 강동구
서울특별시,강서구,화곡동,"우장산아이파크,이편한세상",84.97,202302,1247.499117,8,106000,9,2008,강서로 266,,중개거래,서울 강서구
서울특별시,구로구,신도림동,동아3,84.99,202302,1247.205554,19,106000,21,2000,신도림로 78,,중개거래,서울 구로구
서울특별시,동작구,상도동,e편한세상상도노빌리티,59.7827,202302,1773.088201,8,106000,28,2018,만양로 6,,중개거래,서울 동작구
서울특별시,서대문구,홍제동,홍제센트럴IPARK,84.9206,202302,1248.224812,21,106000,12,2020,통일로 395,,중개거래,서울 서대문구
서울특별시,영등포구,신길동,보라매에스케이뷰,59.98,202302,1767.255752,15,106000,5,2020,여의대방로35가길 19,,중개거래,서울 영등포구
서울특별시,용산구,도원동,삼성래미안,59.94,202302,1768.435102,21,106000,9,2001,새창로 70,,중개거래,"서울 광진구, 서울 용산구"
서울특별시,종로구,무악동,현대,84.92,202302,1247.644842,21,105950,9,2000,통일로 246-20,,중개거래,"서울 송파구, 서울 종로구"
서울특별시,광진구,구의동,현대프라임,59.82,202302,1766.967569,11,105700,11,1997,광나루로56길 29,,중개거래,서울 광진구
서울특별시,강동구,상일동,고덕아르테온,59.98,202302,1758.91964,8,105500,22,2020,고덕로 360,,중개거래,서울 강동구
서울특별시,관악구,봉천동,e편한세상서울대입구1단지,84.95,202302,1241.907004,4,105500,10,2019,청룡10길 45,,중개거래,서울 관악구
서울특별시,강남구,개포동,성원대치2단지아파트,39.53,202302,2656.210473,17,105000,11,1992,개포로109길 9,,중개거래,서울 강남구
서울특별시,강남구,논현동,쌍용,84.87,202302,1237.186285,28,105000,3,1996,도산대로50길 43,,중개거래,서울 강남구
서울특별시,강동구,고덕동,고덕그라시움,59.785,202302,1756.293385,5,105000,21,2019,고덕로 333,,중개거래,서울 강동구
서울특별시,강동구,고덕동,래미안힐스테이트고덕,59.35,202302,1769.165965,1,105000,18,2016,아리수로50길 50,,중개거래,"경기 하남시, 서울 강동구"
서울특별시,강동구,상일동,고덕아르테온,59.98,202302,1750.583528,8,105000,7,2020,고덕로 360,,중개거래,서울 강동구
서울특별시,강동구,상일동,고덕아르테온,59.98,202302,1750.583528,11,105000,18,2020,고덕로 360,,중개거래,서울 강동구
서울특별시,강동구,상일동,고덕아르테온,59.98,202302,1750.583528,14,105000,7,2020,고덕로 360,,중개거래,서울 강동구
서울특별시,강동구,상일동,고덕아르테온,59.98,202302,1750.583528,17,105000,6,2020,고덕로 360,,중개거래,서울 강동구
서울특별시,광진구,광장동,금호베스트빌,84.91,202302,1236.603462,26,105000,9,2001,광나루로 579,,중개거래,서울 광진구
서울특별시,광진구,광장동,현대3,84.97,202302,1235.730258,4,105000,2,1990,아차산로70길 62,,중개거래,서울 광진구
서울특별시,광진구,자양동,테라팰리스건대2차,75.03,202302,1399.440224,16,105000,17,2018,아차산로 311,,중개거래,서울 강남구
서울특별시,동작구,사당동,사당롯데캐슬골든포레,84.9857,202302,1235.501973,19,105000,1,2021,사당로 90,,중개거래,서울 동작구
서울특별시,마포구,신정동,서강GS,84.4,202302,1244.075829,11,105000,20,1999,창전로 26,,직거래,-
서울특별시,성동구,상왕십리동,텐즈힐(2구역),59.96,202302,1751.167445,25,105000,13,2014,마장로 137,,중개거래,서울 성동구
서울특별시,성동구,하왕십리동,왕십리자이,59.99,202302,1750.291715,1,105000,17,2017,난계로 100,,중개거래,서울 성동구
서울특별시,송파구,풍납동,동아한가람1,84.38,202302,1244.370704,11,105000,6,1995,한가람로 448,,중개거래,서울 송파구
서울특별시,영등포구,대림동,현대3차,140.54,202302,747.1182581,24,105000,9,1997,도신로 31,,중개거래,서울 영등포구
서울특별시,은평구,진관동,마고정3단지센트레빌(310~322동)BL2-3,134.96,202302,778.0082988,5,105000,5,2009,진관2로 90,,중개거래,서울 은평구
서울특별시,성동구,하왕십리동,왕십리자이,59.99,202302,1746.957826,4,104800,12,2017,난계로 100,,중개거래,서울 성동구
서울특별시,강동구,명일동,래미안솔베뉴,59.11,202302,1767.890374,11,104500,29,2019,양재대로 1650,,중개거래,서울 강동구
서울특별시,강동구,상일동,고덕아르테온,59.98,202302,1742.247416,13,104500,12,2020,고덕로 360,,중개거래,서울 강동구
서울특별시,광진구,광장동,금호베스트빌,84.91,202302,1230.714875,25,104500,6,2001,광나루로 579,,중개거래,서울 광진구
서울특별시,마포구,공덕동,공덕2삼성래미안,59.97,202302,1742.537936,8,104500,18,2004,마포대로20길 26,,중개거래,서울 마포구
서울특별시,서대문구,홍제동,홍제센트럴IPARK,84.9644,202302,1229.926887,11,104500,10,2020,통일로 395,,중개거래,서울 서대문구
서울특별시,성동구,행당동,서울숲 한신 더 휴,84.95,202302,1230.135374,25,104500,19,2003,고산자로 164,,중개거래,서울 성동구
서울특별시,영등포구,대림동,e편한세상영등포아델포레,84.9948,202302,1229.48698,21,104500,15,2020,신길로 29,,중개거래,서울 영등포구
서울특별시,양천구,신정동,목동신시가지10,53.82,202302,1937.941286,25,104300,5,1987,목동서로 400,,중개거래,서울 양천구
